cell_id,x_spring,y_spring,Potential,Pr_Er,Pr_Gr,Pr_Ly,Pr_DC,Pr_Mk,Pr_Mo,Pr_Ba
bBM4491,-1091.7,-310.46,-26.797,1,1.1608e-14,5.4242e-17,1.4308e-16,0,2.0544e-15,4.452e-18
bBM4492,-1064.9,72.13,19.234,0.99969,4.0526e-05,0.00014373,3.188e-05,2.2918e-05,2.6249e-05,4.1993e-05
bBM4493,-1018,111.14,19.954,0.99851,0.00019663,0.0006887,0.00014691,0.00011846,0.00012225,0.00021613
bBM4494,-1095.9,8.7024,17.086,1,3.3282e-07,9.3225e-07,3.9607e-07,1.7706e-07,2.1288e-07,3.3497e-07
bBM4495,-1084.4,-1245.3,-203.22,1,3.8954e-15,3.0165e-15,1.7322e-15,1.085e-15,4.4009e-15,2.9454e-16
bBM4496,-691.72,160.6,21.316,0.63649,0.010448,0.30589,0.013918,0.0099467,0.0082453,0.015059
bBM4497,297.4,-1443.7,-94.344,7.4969e-15,1,3.5707e-17,7.5063e-17,0,9.3863e-16,0
bBM4498,213.96,20.777,21.051,0.0023408,0.24475,0.0049221,0.030165,0.00081457,0.71573,0.0012714
bBM4499,157.02,-121.13,20.984,0.0040443,0.88214,0.0057964,0.01952,0.0015287,0.083184,0.0037891
bBM4500,-94.619,118.47,22.121,0.054055,0.40453,0.054784,0.084383,0.044626,0.29854,0.059081
bBM4501,-1065,-6.6903,17.589,1,5.089e-07,1.331e-06,4.1079e-07,2.627e-07,4.0572e-07,4.9392e-07
bBM4502,-1083.5,42.88,18.645,0.99992,1.1388e-05,2.8273e-05,9.7477e-06,8.7258e-06,9.12e-06,1.1661e-05
bBM4503,258.84,-1482.6,-102.62,7.832e-15,1,6.628e-16,1.5584e-15,4.5693e-16,9.6419e-16,1.1681e-16
bBM4504,-139.23,115.1,22.267,0.092208,0.32732,0.076536,0.15365,0.057013,0.22812,0.065157
bBM4505,122.86,-77.342,21.195,0.0065008,0.79791,0.020733,0.058661,0.0021701,0.10938,0.0046409
bBM4506,-39.53,109.2,21.918,0.022343,0.11778,0.032928,0.091036,0.016224,0.70379,0.015896
bBM4507,-614.01,174.78,21.854,0.73324,0.034815,0.056678,0.035247,0.04423,0.01909,0.076704
bBM4508,-915.05,136.13,20.777,0.98895,0.0013787,0.0049449,0.0010724,0.0010256,0.00069716,0.0019318
bBM4509,-1057.9,-58.472,10.694,1,1.1947e-15,2.2905e-14,5.787e-15,5.2289e-15,5.9832e-15,5.8836e-15
bBM4510,-959.79,95.716,20.35,0.9963,0.00044247,0.0017606,0.0003904,0.0002975,0.00024631,0.00055952
bBM4511,299.88,-432.96,16.909,7.4788e-07,0.99998,9.597e-07,7.2435e-06,1.6343e-07,5.5779e-06,6.7574e-07
bBM4512,286.53,-1473.7,-99.285,2.4082e-15,1,0,0,0,1.2653e-15,0
bBM4513,-1053.6,62.999,19.294,0.99959,5.5114e-05,0.00014489,9.07e-05,2.9949e-05,3.9229e-05,5.4e-05
bBM4514,318.97,-573.6,14.588,7.0218e-09,1,1.031e-08,9.1768e-08,9.9908e-10,4.202e-08,3.1102e-09
bBM4515,-209.85,208.07,22.467,0.11783,0.15939,0.14748,0.1647,0.11789,0.15477,0.13795
bBM4516,-969.13,125.8,20.342,0.9958,0.00063089,0.0016319,0.00044905,0.00039304,0.00041927,0.00067744
bBM4517,215.58,71.411,20.988,0.002191,0.081334,0.0044136,0.026838,0.00081187,0.88325,0.0011613
bBM4518,-899.12,118.91,20.732,0.95113,0.0011682,0.04361,0.00093793,0.00088694,0.0006388,0.0016287
bBM4519,-1079.9,-1247.9,-202.91,1,5.6569e-16,1.6763e-15,2.2892e-15,1.4408e-15,2.5449e-15,9.2625e-16
bBM4520,299.04,-1454.7,-95.669,5.1518e-15,1,0,1.9012e-15,7.1037e-17,3.1617e-15,0
bBM4521,-918.96,111.75,20.606,0.99272,0.00087386,0.0034647,0.00067078,0.00062939,0.00045906,0.001185
bBM4522,-1029,102.38,19.785,0.99909,0.00013374,0.00039072,9.9171e-05,7.7529e-05,6.6553e-05,0.00014174
bBM4523,-141.12,164.37,22.451,0.090396,0.16488,0.11092,0.13233,0.11308,0.31958,0.068824
bBM4524,-946.79,124.99,20.398,0.99493,0.00064952,0.0021452,0.00051706,0.00051178,0.00033512,0.00090928
bBM4525,-1068.5,-51.593,11.866,1,1.822e-13,4.5834e-13,1.4103e-13,9.1897e-14,1.2473e-13,1.6987e-13
bBM4526,270.04,-1476.3,-105.12,2.1857e-14,1,7.3406e-16,3.5466e-15,0,2.9762e-15,0
bBM4527,-96.943,482.23,17.244,1.146e-05,1.6431e-05,0.99928,0.00066402,1.9382e-06,2.2135e-05,1.9893e-06
bBM4528,-1067.7,103.97,19.522,0.99944,8.0782e-05,0.00024485,6.4642e-05,4.8569e-05,4.119e-05,8.4816e-05
bBM4529,54.432,29.655,21.49,0.0092598,0.47664,0.012631,0.038047,0.0053112,0.44978,0.0083255
bBM4530,-864.26,141.87,20.999,0.97247,0.0038936,0.0098134,0.0036613,0.0027698,0.0018354,0.0055587
bBM4531,286.79,-1494.6,-100.6,5.459e-15,1,3.1535e-15,9.7781e-17,2.0916e-15,2.0608e-15,6.9789e-16
bBM4532,391.6,-756.13,5.4831,3.1591e-15,1,8.214e-16,1.4749e-15,8.2926e-16,1.5094e-15,2.3382e-16
bBM4533,-208.28,186.52,22.436,0.099029,0.107,0.13725,0.34824,0.10424,0.13158,0.072671
bBM4534,12.011,98.438,21.611,0.014147,0.18155,0.026184,0.046725,0.0099169,0.70722,0.014261
bBM4535,-1063.2,-62.35,10.514,1,2.6944e-14,5.689e-14,1.5726e-14,1.1207e-14,2.3229e-14,1.6984e-14
bBM4536,-248.08,186.05,22.456,0.12934,0.15962,0.10551,0.16044,0.10643,0.12221,0.21644
bBM4537,-1007,49.734,19.346,0.9996,6.8884e-05,0.00014081,3.7133e-05,2.9217e-05,7.1818e-05,5.1308e-05
bBM4538,-1070,-36.386,13.877,1,8.7823e-11,2.3476e-10,6.4798e-11,4.6682e-11,6.4713e-11,8.565e-11
bBM4539,-895.53,-1519.3,-352.63,1,4.0213e-15,5.4504e-16,1.2029e-16,8.687e-17,4.5194e-15,1.3363e-17
bBM4540,-758.68,152.43,21.503,0.90612,0.012304,0.029329,0.010236,0.012364,0.0059751,0.02367
bBM4541,-939.92,131.67,20.453,0.99275,0.00088727,0.0035468,0.00064232,0.00061422,0.00043358,0.001128
bBM4542,327.12,120.79,17.937,0.00020563,0.002602,0.0003168,0.0089486,4.631e-05,0.98781,6.8098e-05
bBM4543,280.53,110.23,20.267,0.00061428,0.01216,0.002624,0.018986,0.00020038,0.9651,0.00031708
bBM4544,283.87,-1495.6,-100.27,0,1,1.6832e-16,1.9462e-15,2.6632e-16,1.2224e-16,0
bBM4545,-837.28,120.07,21.144,0.96035,0.0041404,0.01831,0.0038839,0.0039088,0.0020578,0.0073468
bBM4546,388.55,-900.22,-9.5192,1.9487e-16,1,4.7216e-16,2.3265e-15,2.6303e-15,3.2321e-15,0
bBM4547,-272.94,295.85,21.168,0.1096,0.080672,0.062002,0.13368,0.4743,0.064073,0.075678
bBM4548,-935.41,151.86,20.666,0.99221,0.0010199,0.0033868,0.00079661,0.00071273,0.00056501,0.001308
bBM4549,-1079.3,-192.45,-6.8975,1,2.7788e-15,3.6689e-17,8.3804e-17,0,9.0443e-16,0
bBM4550,-930.03,86.518,20.528,0.99328,0.00085456,0.0028746,0.0007448,0.00064131,0.00042322,0.0011815
bBM4551,-981.07,97.127,20.23,0.99733,0.00034971,0.0011659,0.0003128,0.00022604,0.00019668,0.00041403
bBM4552,-432.61,183.65,22.135,0.43258,0.082725,0.076664,0.096019,0.1622,0.055231,0.094582
bBM4553,-173.52,152.14,22.355,0.1169,0.2197,0.096097,0.22578,0.094602,0.17001,0.076908
bBM4554,169.47,113.34,21.084,0.0038845,0.039805,0.0064937,0.02532,0.0017538,0.92078,0.001967
bBM4555,351.56,-1140.8,-40.856,6.2902e-15,1,1.8871e-16,1.2983e-15,3.2816e-16,1.6105e-15,0
bBM4556,201.61,-221.98,20.256,0.0027108,0.97958,0.0018734,0.0071071,0.0002673,0.0075125,0.00095239
bBM4557,184.41,19.216,21.256,0.0043286,0.35039,0.0083981,0.040809,0.0016212,0.59194,0.0025045
bBM4558,-109.48,81.435,22.159,0.054922,0.51567,0.059552,0.12091,0.039324,0.15861,0.051005
bBM4559,-1095.9,-1168.3,-182.85,1,1.7572e-15,1.7366e-16,1.615e-16,1.325e-15,3.538e-15,9.1755e-16
bBM4560,391.11,-762.07,5.1102,4.4211e-16,1,9.3673e-17,1.9349e-17,0,1.0075e-15,0
bBM4561,-1047.8,83.317,19.292,0.9996,4.8354e-05,0.00018738,5.5137e-05,3.0404e-05,2.7323e-05,5.5738e-05
bBM4562,-1075,-38.763,14.463,1,2.5718e-09,3.7023e-09,1.2649e-09,8.105e-10,2.5275e-09,1.3275e-09
bBM4563,-1075.6,61.849,18.974,0.99986,2.078e-05,5.9375e-05,1.5403e-05,1.2527e-05,1.2287e-05,2.3863e-05
bBM4564,-1000.5,103.97,19.937,0.9981,0.00021634,0.0009951,0.00017172,0.00013826,0.00012466,0.00025327
bBM4565,-781.29,139.57,21.353,0.93449,0.0082085,0.02292,0.0078802,0.0080922,0.0039284,0.014476
bBM4566,-958.03,131.42,20.484,0.99429,0.00078291,0.0025916,0.00056066,0.00049131,0.00038938,0.00089846
bBM4567,199.84,-235.48,20.145,0.00074668,0.98202,0.00094215,0.0063921,0.00017216,0.0094101,0.00031577
bBM4568,190.17,-143.48,20.765,0.0024187,0.91308,0.0029529,0.013851,0.00063831,0.065834,0.0012279
bBM4569,-1096.1,-379.38,-35.243,1,1.2607e-15,6.2496e-16,5.1877e-17,0,6.6705e-16,0
bBM4570,-675.91,170.01,21.731,0.82065,0.021048,0.052875,0.022426,0.030589,0.011913,0.040498
bBM4571,-875.68,117.13,20.954,0.97788,0.0031001,0.0082247,0.0023425,0.0023241,0.0013435,0.0047833
bBM4572,-1091.3,10.14,17.19,1,5.2942e-07,1.3371e-06,3.8489e-07,2.9548e-07,4.1441e-07,5.2963e-07
bBM4573,-121.3,199.94,22.493,0.063754,0.13706,0.22133,0.1488,0.060668,0.31028,0.058116
bBM4574,-1042.1,81.5,19.543,0.99949,7.8111e-05,0.00020293,5.1185e-05,4.0301e-05,6.3425e-05,7.5838e-05
bBM4575,377.36,-803.7,2.2191,2.6738e-16,1,5.0202e-17,4.5676e-18,0,7.7918e-16,5.3528e-18
bBM4576,-1022.5,91.187,19.809,0.99903,0.00012984,0.00043327,0.0001015,8.0907e-05,7.757e-05,0.00014914
bBM4577,188.19,113.6,21.085,0.0038263,0.045699,0.0064878,0.028821,0.0017199,0.91145,0.0019986
bBM4578,228.89,-1509.6,-116.04,0,1,1.4734e-16,0,0,2.3485e-16,0
bBM4579,-1007.6,123.19,20.209,0.99751,0.00036331,0.0010826,0.00026139,0.00021354,0.00017979,0.00039045
bBM4580,363.59,-720.08,7.6414,0,1,1.4467e-16,1.0638e-15,0,3.4857e-15,0
bBM4582,-23.812,98.305,21.825,0.019948,0.30409,0.035078,0.047948,0.015325,0.55628,0.021331
bBM4583,-166.69,151.31,22.275,0.039399,0.061139,0.099557,0.64165,0.034742,0.092376,0.031139
bBM4584,-1095.8,-422.09,-39.31,1,5.4299e-15,0,0,0,0,0
bBM4585,-794.15,131.83,21.343,0.92591,0.0084194,0.02829,0.011013,0.008108,0.0041009,0.014162
bBM4586,-1068.7,-111.78,5.4094,1,9.1297e-15,1.6044e-15,7.2688e-16,1.0708e-16,3.6266e-15,0
bBM4587,-166.56,140.41,22.401,0.12649,0.23374,0.091128,0.16512,0.086458,0.22053,0.076526
bBM4588,-877.99,110.07,20.886,0.98003,0.004069,0.0070922,0.0018394,0.0019576,0.0013618,0.0036534
bBM4589,-1118.9,-960.78,-124.29,1,3.3455e-15,3.7105e-16,1.9171e-15,6.7256e-17,1.5139e-15,0
bBM4590,-780.76,134.01,21.353,0.92605,0.007714,0.027513,0.0074391,0.010003,0.0039756,0.017307
bBM4591,296.96,-1437.3,-93.442,2.0046e-14,1,8.2579e-16,2.7136e-15,1.0522e-16,2.8161e-15,1.054e-15
bBM4592,-915.31,113.63,20.704,0.99039,0.0014839,0.0041646,0.00096757,0.0008048,0.00069607,0.0014973
bBM4593,-916.28,107.27,20.643,0.99079,0.0011079,0.0042014,0.0008867,0.00085107,0.00055603,0.0016087
bBM4594,61.916,-73.636,21.243,0.037388,0.8255,0.030725,0.021458,0.004141,0.062361,0.018425
bBM4595,-1106.1,-769.31,-91.831,1,3.7505e-15,2.9593e-16,4.329e-16,6.3755e-16,3.62e-15,1.2759e-16
bBM4596,-356.77,218.37,22.282,0.17593,0.13595,0.066011,0.10709,0.096261,0.064241,0.35452
bBM4597,-1102.5,-1111.2,-167.31,1,3.3248e-15,1.9307e-15,4.1188e-17,3.2215e-17,2.4482e-15,1.6043e-17
bBM4598,-967.96,105.59,20.292,0.99645,0.00045332,0.0015548,0.00043288,0.00030025,0.00024151,0.00056607
bBM4599,-896.32,133.38,20.825,0.98312,0.0020043,0.0067461,0.0020806,0.0019706,0.0010057,0.0030744
bBM4600,-982.12,55.458,19.771,0.99901,0.00012714,0.00042954,0.00010466,8.7131e-05,7.1629e-05,0.00017072
bBM4601,-964.41,105.65,20.324,0.99605,0.00050448,0.0017342,0.0004614,0.00034173,0.0002688,0.00063452
bBM4602,-918.62,145.79,20.755,0.99013,0.001154,0.0048668,0.00089463,0.000826,0.00059861,0.0015339
bBM4603,-56.147,80.883,22.056,0.054308,0.45991,0.055091,0.083257,0.071886,0.23262,0.042933
bBM4604,-1094.5,-353.96,-31.524,1,6.354e-15,1.4044e-16,5.8821e-16,3.6403e-17,2.6834e-15,0
bBM4605,-220.06,157.15,22.445,0.1059,0.16958,0.096027,0.24315,0.098083,0.13808,0.14918
bBM4606,-811.83,139.5,21.126,0.95574,0.0067513,0.01764,0.0051287,0.0045144,0.0028827,0.0073448
bBM4607,-917.53,129.62,20.684,0.9903,0.0012284,0.0043935,0.00094446,0.00087061,0.00062046,0.0016441
bBM4608,-856.08,139.81,20.907,0.97924,0.002679,0.0078188,0.002243,0.0024232,0.0012773,0.0043235
bBM4609,337.87,137.2,19.744,0.0010245,0.0064601,0.00084505,0.048642,0.00018963,0.94257,0.0002731
bBM4610,-1080.4,-1259.3,-206.53,1,1.985e-15,2.5555e-16,2.8261e-15,0,2.5303e-15,3.2097e-17
bBM4611,218.72,-264.09,19.897,0.00064487,0.98599,0.0020333,0.0077695,9.7521e-05,0.0032223,0.00023938
bBM4612,141.58,99.275,21.118,0.0049837,0.080355,0.0068405,0.038562,0.0025201,0.86345,0.003289
bBM4613,-1100.6,30.836,17.791,0.99999,1.3657e-06,4.1726e-06,1.0618e-06,7.3094e-07,8.7575e-07,1.3644e-06
bBM4614,-460.68,356.59,21.242,0.0603,0.11964,0.01679,0.023555,0.021589,0.021417,0.7367
bBM4615,-823.47,142.73,21.189,0.95846,0.0053296,0.013317,0.004981,0.0062013,0.0026983,0.0090083
bBM4616,-1090.3,-15.098,16.1,1,3.521e-08,6.6545e-08,2.0455e-08,1.4034e-08,3.4989e-08,2.4206e-08
bBM4617,122.16,-142.66,19.927,7.6269e-05,0.99917,5.3434e-05,0.00013564,2.2557e-05,0.00047869,6.4622e-05
bBM4618,-1100.1,34.214,18.09,0.99998,3.0155e-06,8.9287e-06,2.2916e-06,1.7855e-06,1.903e-06,3.0552e-06
bBM4619,12.098,91.965,21.77,0.016932,0.21218,0.052462,0.055047,0.011081,0.63978,0.012513
bBM4620,-728.48,143.39,21.608,0.85243,0.015688,0.041991,0.021678,0.020529,0.0090979,0.038582
bBM4621,-305.18,166.93,22.331,0.26763,0.11761,0.088585,0.16127,0.14371,0.092193,0.12901
bBM4622,287.89,-1485.6,-99.097,1.2234e-16,1,2.2205e-16,1.3054e-15,2.3338e-16,3.6592e-16,0
bBM4623,-848.57,103.23,21.034,0.96975,0.005155,0.010529,0.0030247,0.0032349,0.001871,0.006433
bBM4624,-880.62,132.07,20.881,0.97347,0.0035558,0.0075807,0.0082853,0.0019339,0.0014827,0.0036929
bBM4625,-867.63,135.93,20.958,0.97513,0.0031607,0.0095503,0.0037393,0.0025259,0.0014957,0.0043964
bBM4626,-987.94,93.365,19.931,0.99829,0.00022697,0.00070521,0.00019261,0.00016402,0.00011321,0.00030641
bBM4627,-820.09,139.6,21.184,0.95585,0.0056987,0.015379,0.0047361,0.0049768,0.0026413,0.010716
bBM4628,-1120.3,-915.02,-115.07,1,6.1595e-15,8.664e-16,2.363e-15,1.4558e-15,1.5886e-15,9.5183e-16
bBM4629,-1038.1,36.334,18.925,0.99984,2.8199e-05,5.819e-05,1.7284e-05,1.1152e-05,2.9984e-05,1.9055e-05
bBM4630,-805.55,128.91,21.206,0.89425,0.0049475,0.078461,0.005055,0.0053809,0.0024801,0.0094213
bBM4631,-789.11,130.22,21.32,0.93103,0.0070178,0.025038,0.01486,0.0069744,0.0037409,0.011341
bBM4632,-1045.9,66.123,19.296,0.99968,4.4533e-05,0.00013429,4.0534e-05,2.5488e-05,2.7901e-05,4.8729e-05
bBM4633,-1063.4,-85.766,7.9876,1,6.8172e-15,1.7299e-15,8.9998e-16,4.1641e-17,6.2544e-15,0
bBM4634,-987.08,116.94,20.193,0.99692,0.0003837,0.0014338,0.00030338,0.00025806,0.00021221,0.00049211
bBM4635,-810.07,146.96,21.159,0.83608,0.0048411,0.13916,0.0042241,0.0047252,0.0023582,0.0086125
bBM4636,-1086.4,-1248.1,-202.56,1,1.0064e-15,1.0708e-15,1.9177e-15,1.3659e-15,2.9314e-15,8.3896e-16
bBM4637,-988.24,80.871,19.908,0.99414,0.00038111,0.00073516,0.0039115,0.00017824,0.00025802,0.00040033
bBM4638,358.09,-595.28,13.427,6.5868e-10,1,6.0409e-10,3.4394e-09,1.6809e-10,4.4636e-09,5.5603e-10
bBM4639,-192.87,181.98,22.435,0.12937,0.16028,0.12416,0.17163,0.1351,0.17623,0.10324
bBM4640,-909.34,-1499.8,-325.9,1,3.062e-15,2.5186e-15,4.5093e-15,1.9053e-15,2.0727e-15,2.2896e-15
bBM4641,-1114.1,-835.95,-100.56,1,9.9451e-16,2.0653e-15,1.9147e-15,1.0896e-15,1.9208e-15,4.9278e-16
bBM4642,-940.31,147.61,20.579,0.99259,0.001149,0.0031503,0.00073358,0.00066777,0.00050682,0.0012023
bBM4643,-953.68,142.86,20.508,0.99429,0.00077844,0.0024156,0.00062037,0.00051415,0.00043964,0.00094578
bBM4644,350.63,-689.54,9.8716,4.0618e-13,1,6.1691e-13,5.3289e-12,5.654e-14,2.2524e-12,1.7058e-13
bBM4645,-235.75,200.46,22.303,0.098587,0.089583,0.18608,0.26255,0.19807,0.088723,0.076404
bBM4646,119.79,-83.927,21.191,0.0081447,0.84364,0.0096772,0.026505,0.0030165,0.090408,0.018612
bBM4647,-1122.2,-941.04,-121.37,1,1.0947e-16,1.814e-15,1.6581e-15,1.3271e-15,2.7032e-15,4.398e-16
bBM4648,283.94,-1492.9,-100.17,7.3291e-17,1,9.3406e-16,1.2977e-15,6.1988e-16,7.2881e-16,0
bBM4649,-1052.3,-65.99,9.1562,1,4.0017e-15,1.1045e-14,1.3419e-15,6.6134e-16,6.0935e-15,6.7974e-16
bBM4650,-1097.9,-542.27,-55.497,1,3.4774e-15,7.2895e-17,1.9329e-16,0,7.164e-16,0
bBM4651,-886.54,108.77,20.758,0.98446,0.0018974,0.0072448,0.0014623,0.0014506,0.00095542,0.0025309
bBM4652,-821.14,121.84,21.249,0.94363,0.0050912,0.028034,0.0044754,0.0051,0.00245,0.011214
bBM4653,-362.8,190.81,22.2,0.31879,0.08761,0.082198,0.11929,0.19408,0.06124,0.1368
bBM4654,-1022.3,54.312,19.541,0.99948,7.0928e-05,0.00021571,5.5085e-05,4.2673e-05,4.902e-05,8.628e-05
bBM4655,-232.09,185.12,22.335,0.10752,0.2217,0.078461,0.10763,0.07974,0.13576,0.26919
bBM4656,173.46,-186.18,20.376,0.0014036,0.97588,0.0014923,0.0067367,0.00044376,0.012503,0.0015401
bBM4657,-126.61,200.06,22.462,0.062842,0.12536,0.26032,0.16444,0.058768,0.26926,0.059009
bBM4658,-1051.3,35.809,18.825,0.99989,1.5203e-05,4.5593e-05,1.2497e-05,9.3963e-06,9.8583e-06,1.7689e-05
bBM4659,-151.16,148.79,22.417,0.10299,0.2493,0.10037,0.14543,0.085472,0.23912,0.077311
bBM4660,-84.046,518.74,16.569,2.0491e-06,3.2821e-06,0.99971,0.0002822,3.4033e-07,2.4394e-06,3.806e-07
bBM4661,-1095.9,-729.82,-80.727,1,1.1423e-15,9.5787e-16,1.9018e-15,6.5455e-16,1.9789e-15,5.3915e-17
bBM4662,-81.951,535.6,15.834,5.1311e-07,6.458e-07,0.99986,0.00014241,7.218e-08,4.5366e-07,8.1315e-08
bBM4663,-1035.3,60.513,19.287,0.99964,5.2913e-05,0.00014891,3.9485e-05,2.9909e-05,3.3004e-05,5.3996e-05
bBM4664,50.256,278.56,11.026,5.4926e-12,1.9515e-10,1.7802e-09,1,4.2851e-12,2.6775e-10,2.9639e-12
bBM4665,278.05,-1447.8,-95.668,5.0384e-15,1,2.4075e-15,1.9455e-15,1.615e-15,3.8372e-15,0
bBM4666,-1097.8,-540.79,-54.353,1,5.7156e-15,4.7658e-16,1.1741e-15,3.1131e-16,3.4458e-15,7.7276e-17
bBM4667,-891.1,-1525.3,-344.37,1,7.045e-16,1.8406e-16,3.2558e-17,2.7705e-17,1.6706e-15,0
bBM4668,-1100.4,44.946,18.207,0.99997,4.0309e-06,1.0439e-05,3.0063e-06,2.1246e-06,2.8729e-06,3.7653e-06
bBM4669,-1027.5,1.2854,17.638,0.99998,3.5543e-06,5.0488e-06,3.0868e-06,4.7483e-06,2.8312e-06,5.1169e-06
bBM4670,-171.71,215.99,22.354,0.070663,0.10182,0.19948,0.19162,0.0664,0.29111,0.078914
bBM4671,-99.551,427.47,18.241,0.00014938,0.00023187,0.99859,0.00085594,1.4156e-05,0.00013937,1.7924e-05
bBM4672,-126.64,114.53,22.198,0.10644,0.37189,0.076815,0.10546,0.068404,0.21129,0.059693
bBM4673,-791.52,136.68,21.383,0.89756,0.0081122,0.046444,0.0076016,0.0098508,0.0039914,0.026441
bBM4674,-1064.8,-34.516,15.5,1,3.5167e-09,1.0175e-08,2.5436e-09,1.9467e-09,3.1219e-09,3.1755e-09
bBM4676,-907.7,-1515.3,-332.49,1,8.2202e-15,6.6865e-16,3.4343e-16,2.2385e-16,5.6391e-15,9.9759e-17
bBM4677,-956.87,135.11,20.439,0.99518,0.0005972,0.0020585,0.0005816,0.00045238,0.00030815,0.00081806
bBM4678,-780.36,136.04,21.424,0.91915,0.012245,0.025305,0.010065,0.0097791,0.0051977,0.018263
bBM4679,335.17,-1150.9,-46.276,2.6183e-16,1,0,3.8676e-16,0,0,0
bBM4680,-941.89,140.11,20.632,0.99257,0.00094758,0.0033329,0.00072363,0.00067102,0.00051088,0.0012488
bBM4681,-801.89,143.67,21.307,0.94181,0.0078289,0.019381,0.0064418,0.0072276,0.0036562,0.013656
bBM4682,-1104.8,-657.61,-72.29,1,1.5566e-15,1.2996e-15,1.9983e-15,2.0146e-16,1.8909e-15,3.9468e-16
bBM4683,-86.251,129.28,22.262,0.05724,0.23806,0.097132,0.12194,0.046146,0.39469,0.044788
bBM4684,-751.84,147.86,21.48,0.89306,0.012399,0.04033,0.010348,0.011735,0.0060474,0.026079
bBM4686,-1117.2,-884.92,-109.58,1,6.9871e-16,2.4958e-15,2.3678e-15,1.3885e-15,2.2816e-15,1.2148e-15
bBM4687,-256.51,181.5,22.45,0.12586,0.10841,0.084278,0.25543,0.18697,0.093384,0.14566
bBM4688,-1014.2,109.05,19.803,0.99884,0.00015476,0.0004874,0.00012616,0.00010787,8.4718e-05,0.00019918
bBM4689,-852.12,114.06,21.026,0.97439,0.0030138,0.010917,0.002814,0.002561,0.0015802,0.0047254
bBM4690,-875.92,98.007,20.857,0.98374,0.002081,0.0067726,0.0018045,0.0016292,0.00097487,0.0030014
bBM4691,278.52,-364.68,18.401,2.2664e-05,0.99964,2.2139e-05,0.0001223,4.1767e-06,0.0001696,1.5186e-05
bBM4692,-1093,-1253.1,-202.41,1,2.9627e-15,3.6808e-16,6.8086e-16,8.2964e-18,1.9688e-15,0
bBM4693,-937.22,137.65,20.528,0.99272,0.00091573,0.0030478,0.00076569,0.0007555,0.00047644,0.0013198
bBM4694,-909.86,130.85,20.756,0.98873,0.0013122,0.0054949,0.0010245,0.00096565,0.00065913,0.0018096
bBM4695,-1050.5,-64.528,11.883,1,1.7651e-13,3.9261e-13,1.3009e-13,7.2398e-14,1.5421e-13,1.2855e-13
bBM4696,61.957,-19.938,21.573,0.025198,0.66822,0.017025,0.070858,0.013019,0.19348,0.012201
bBM4697,-190.51,167.73,22.496,0.091243,0.12596,0.13839,0.31406,0.08835,0.16478,0.077212
bBM4698,-921.75,81.595,20.53,0.99257,0.0011724,0.0029288,0.00077555,0.00069536,0.00058023,0.001276
bBM4699,-1092.6,-293.39,-26.264,1,3.2599e-15,1.8888e-16,9.2854e-17,0,7.2228e-16,0
bBM4700,301.3,-595.44,13.995,1.8713e-09,1,3.0331e-09,2.0613e-08,2.6154e-10,1.1135e-08,6.9951e-10
bBM4701,-1046.7,37.567,18.092,0.99999,2.1186e-06,5.6649e-06,1.584e-06,1.251e-06,1.1334e-06,2.7466e-06
bBM4702,-943.27,98.631,20.439,0.99367,0.00067441,0.0033656,0.00054762,0.00047095,0.00037677,0.00089109
bBM4703,-141.93,160.49,22.386,0.08233,0.23051,0.10355,0.11872,0.076093,0.29728,0.091511
bBM4704,374.73,-612.88,12.961,1.272e-10,1,1.5812e-10,1.3334e-09,2.4214e-11,9.2912e-10,9.2518e-11
bBM4705,-1090.9,-268.75,-20.059,1,0,2.343e-15,9.5107e-16,1.0962e-15,5.4668e-16,0
bBM4706,-516.63,177.44,22.078,0.56093,0.054361,0.080984,0.088989,0.082723,0.033102,0.098916
bBM4707,-858.19,145.61,21.033,0.97112,0.0034488,0.012575,0.0027776,0.0029894,0.0017206,0.0053694
bBM4708,-1030.8,122.53,20.026,0.99828,0.00024634,0.00079947,0.0001684,0.00013186,0.00013994,0.00023881
bBM4709,-1065.4,87.422,19.289,0.99965,4.4284e-05,0.00016434,3.5054e-05,2.6894e-05,2.5677e-05,4.9506e-05
bBM4710,-929.63,93.094,20.367,0.99446,0.00063818,0.0026738,0.00051434,0.00050289,0.00029823,0.00090892
bBM4711,-1114.5,-858.01,-103.89,1,1.2025e-15,2.8657e-15,1.7083e-15,1.2967e-15,1.523e-15,6.2453e-16
bBM4712,-1125.4,-976.64,-125.26,1,3.198e-15,4.4981e-16,1.3379e-15,0,1.4404e-15,3.3764e-17
bBM4713,-722.56,160.6,21.575,0.8907,0.013516,0.030733,0.013185,0.016438,0.0071593,0.02827
bBM4714,261.1,-1472.6,-100.63,8.3854e-15,1,8.0395e-16,8.8118e-16,1.2904e-15,1.1647e-16,2.2547e-16
bBM4715,-1092.4,-354.83,-30.835,1,2.2772e-15,1.8187e-15,9.6959e-16,7.6322e-16,2.3112e-15,2.7318e-17
bBM4716,-1061.2,-37.637,14.164,1,6.6617e-10,1.7372e-09,4.9385e-10,3.4844e-10,5.201e-10,6.3378e-10
bBM4717,-928.81,-1485.3,-314.88,1,4.1442e-15,2.8614e-16,1.2546e-16,5.9306e-16,3.6958e-15,1.9033e-17
bBM4718,-1040.6,54.09,19.282,0.99959,5.2209e-05,0.00013908,4.2323e-05,3.2416e-05,3.1944e-05,0.00011601
